Date,From,Subject
"Wed, 30 Sep 2020 10:33:36 -0500",EVENTOS UNSA <eventos@unsa.edu.pe>,"=?UTF-8?Q?Presentaci=C3=B3n_del_Proyecto_de_Investigaci=C3=B3n=3A_=E2=80=9CKUS?=
	=?UTF-8?Q?ISQA=3A_Ayudando_a_regular_nuestras_emociones_en_los_procesos_?=
	=?UTF-8?Q?de_ense=C3=B1anza_y_aprendizaje=E2=80=9D?="
"Wed, 30 Sep 2020 07:08:06 -0700","""FRANCI SUNI LOPEZ (Classroom)"" <no-reply+2d53f5ca@classroom.google.com>","Nueva tarea: ""Laboratorio 3"""
"Wed, 30 Sep 2020 06:53:20 -0700","""FRANCI SUNI LOPEZ (Classroom)"" <no-reply+2d53f5ca@classroom.google.com>","Nueva tarea: ""Laboratorio 3"""
"Wed, 30 Sep 2020 08:03:40 -0500 (CDT)",Alex Reinhart <support@lucidchart.com>,Primeros pasos con Lucidchart y tres funciones clave
"Tue, 29 Sep 2020 14:14:00 -0700","""ADRIAN ROLANDO BEDREGAL VENTO (via Google Meet)"" <meetings-noreply@google.com>","En este momento: ADRIAN ROLANDO BEDREGAL VENTO te acaba de invitar a
 una videollamada"
"Tue, 29 Sep 2020 18:02:04 -0300",PABLO CESAR CALCINA CCORI <pcalcinacc@unsa.edu.pe>,=?UTF-8?Q?Aplazamiento_de_Pr=C3=A1ctica_de_Laboratorio_1?=
"Tue, 29 Sep 2020 18:01:10 -0300",PABLO CESAR CALCINA CCORI <pcalcinacc@unsa.edu.pe>,=?UTF-8?Q?Aplazamiento_de_Pr=C3=A1ctica_de_Laboratorio_1?=
29 Sep 2020 20:56:55 +0000,service-noreply@teamviewer.com,"=?utf-8?B?Q3VlbnRhIGRlIFRlYW1WaWV3ZXIgLSBWYWxpZGFjacOzbiBk?=
 =?utf-8?B?ZWwgY29ycmVvIGVsZWN0csOzbmljbw==?="
"Tue, 29 Sep 2020 11:48:24 -0700","""PABLO CESAR CALCINA CCORI (Classroom)"" <no-reply+4e893325@classroom.google.com>",=?UTF-8?B?TnVldm8gbWF0ZXJpYWw6ICJQcsOhY3RpY2EgZGUgc2XDsWFsZXMi?=
"Tue, 29 Sep 2020 12:05:21 -0500",EVENTOS UNSA <eventos@unsa.edu.pe>,MEMORIA ANUAL 2019
"Tue, 29 Sep 2020 10:05:18 -0700",Wish <offers@wish.com>,"=?UTF-8?q?=F0=9F=9B=8D_=C2=BFQu=C3=A9_tal_si_te_consientes_con_Tabletas_p?=
 =?UTF-8?q?ara_ni=C3=B1os=3F_=C2=A1Te_lo_mereces!_?="
"Mon, 28 Sep 2020 13:48:33 -0700","""EDGAR SARMIENTO CALISAYA (Classroom)"" <no-reply+7e6f1811@classroom.google.com>","=?UTF-8?Q?Nuevo_material=3A_=22Modelado_Conceptual=3A_Entidad=2DRelaci?=
	=?UTF-8?Q?=C3=B3n=22?="
"Mon, 28 Sep 2020 06:53:21 -0700","""PABLO CESAR CALCINA CCORI (Classroom)"" <no-reply+4e893325@classroom.google.com>",=?UTF-8?Q?Nuevo_material=3A_=22Interrupciones_y_se=C3=B1ales=22?=
"Mon, 28 Sep 2020 06:53:17 -0700","""PABLO CESAR CALCINA CCORI (Classroom)"" <no-reply+4e893325@classroom.google.com>",=?UTF-8?Q?Nuevo_material=3A_=22Clase_7=3A_Interrupciones_y_se=C3=B1ales=22?=
"Mon, 28 Sep 2020 08:28:44 +0000","""Academia.edu"" <premium@academia-mail.com>","Someone saw ""Universidad Nacional de San..."" in an Academia search"
"Sun, 27 Sep 2020 21:58:21 -0700","""EDGAR SARMIENTO CALISAYA (Classroom)"" <no-reply+7e6f1811@classroom.google.com>","=?UTF-8?Q?Fecha_de_entrega_ma=C3=B1ana=3A_=22Laboratorio_3=3A_Desaf=C3=ADos_?=
	=?UTF-8?Q?en_Base_de_Datos=22?="
"Sun, 27 Sep 2020 20:03:25 -0700","""PABLO CESAR CALCINA CCORI (Classroom)"" <no-reply+4e893325@classroom.google.com>","=?UTF-8?Q?Fecha_de_entrega_ma=C3=B1ana=3A_=22Pr=C3=A1ctica_de_Laboratorio_?=
	=?UTF-8?Q?1_=22?="
"Sun, 27 Sep 2020 19:56:22 -0700","""PABLO CESAR CALCINA CCORI (Classroom)"" <no-reply+4e893325@classroom.google.com>","=?UTF-8?Q?Fecha_de_entrega_ma=C3=B1ana=3A_=22Pr=C3=A1ctica_de_Laboratorio_?=
	=?UTF-8?Q?1_=22?="
"Sun, 27 Sep 2020 16:19:13 -0500 (CDT)",Lucidchart <account@lucidchart.com>,=?UTF-8?Q?=C2=A1Bienvenido_a_Lucidchart!?=
"Sun, 27 Sep 2020 11:03:09 -0700",Wish <offers@wish.com>,"=?UTF-8?q?=F0=9F=8C=88_Haz_que_el_2020_sea_mejor_con_lo_m=C3=A1s_nuevo_en?=
 =?UTF-8?q?_Carcasas_y_fundas_para_iPad_?="
"Sat, 26 Sep 2020 20:01:17 -0700","""FRANCI SUNI LOPEZ (Classroom)"" <no-reply+2d53f5ca@classroom.google.com>",=?UTF-8?Q?Fecha_de_entrega_ma=C3=B1ana=3A_=22Laboratorio_2=22?=
"Sat, 26 Sep 2020 11:01:25 -0700","""WILBER ROBERTO RAMOS LOVON (Classroom)"" <no-reply+60272012@classroom.google.com>","Nuevo material: ""Silabo"""
"Sat, 26 Sep 2020 10:14:29 -0700",Wish <offers@wish.com>,"=?UTF-8?q?Para_los_artistas..._=C2=A1A_todos_les_encanta_este_tablero_de_?=
 =?UTF-8?q?dibujo_con_luz_de_S/.36!_=F0=9F=8E=A8?="
"Fri, 25 Sep 2020 16:29:20 -0700","""FRANCI SUNI LOPEZ (Classroom)"" <no-reply+2d53f5ca@classroom.google.com>","=?UTF-8?Q?Nuevo_material=3A_=22Slides=3A_Estructuras_de_Datos_Lineal?=
	=?UTF-8?Q?es=E2=80=A6=22?="
"Fri, 25 Sep 2020 15:31:37 -0500",DIRECCION UNIVERSITARIA DE GESTION DE LA INFORMACION <vri.gestioninformacion@unsa.edu.pe>,"=?UTF-8?Q?Nuevos_Videos_de_Investigaci=C3=B3n_Cient=C3=ADfica_y_Tecnol?=
	=?UTF-8?Q?=C3=B3gica_en_la_UNSA?="
"Fri, 25 Sep 2020 09:41:32 -0700",Wish <offers@wish.com>,"=?UTF-8?q?=C2=BFQuieres_darle_personalidad_a_tu_coche=3F_=F0=9F=9A=97_-50?=
 =?UTF-8?q?%_en_monturas_y_asientos...?="
"Fri, 25 Sep 2020 11:07:41 -0500",OFICINA DE SEGUIMIENTO DE EGRESADO <dude_ose@unsa.edu.pe>,"=?UTF-8?Q?Invitaci=C3=B3n_a_Videoconferencia_para_el_d=C3=ADa_viernes_?=
	=?UTF-8?Q?25_de_setiembre_2020?="
"Fri, 25 Sep 2020 08:05:34 -0700","""EDGAR SARMIENTO CALISAYA (Classroom)"" <no-reply+7e6f1811@classroom.google.com>","=?UTF-8?Q?Nuevo_anuncio=3A_=22Los_que_est=C3=A9n_como_propietarios_de?=
	=?UTF-8?Q?=E2=80=A6=22?="
"Fri, 25 Sep 2020 07:39:50 -0700","""EDGAR SARMIENTO CALISAYA (Classroom)"" <no-reply+7e6f1811@classroom.google.com>","=?UTF-8?Q?Nueva_tarea=3A_=22Laboratorio_3=3A_Desaf=C3=ADos_en_Base_de_Da?=
	=?UTF-8?Q?tos=22?="
"Fri, 25 Sep 2020 04:53:56 -0700","""PABLO CESAR CALCINA CCORI (Classroom)"" <no-reply+4e893325@classroom.google.com>","Nuevo material: ""Explorando el Kernel de Linux"""
"Fri, 25 Sep 2020 04:53:54 -0700","""PABLO CESAR CALCINA CCORI (Classroom)"" <no-reply+4e893325@classroom.google.com>","Nuevo material: ""Explorando el Kernel de Linux"""
"Thu, 24 Sep 2020 18:17:25 -0500",EVENTOS UNSA <eventos@unsa.edu.pe>,Innovation Challenge 2020 - II
"Thu, 24 Sep 2020 18:08:53 -0500",EVENTOS UNSA <eventos@unsa.edu.pe>,Charla Informativa: Proyectos para la productividad con Lean Six Sigma
"Thu, 24 Sep 2020 13:00:00 -0500",EVENTOS UNSA <eventos@unsa.edu.pe>,"=?UTF-8?Q?Presentaci=C3=B3n__del_Proyecto_de_Investigaci=C3=B3n=3A_=E2=80=9CDi?=
	=?UTF-8?Q?se=C3=B1o_y_desarrollo_del_prototipo_de_un_robot_desactivador_de?=
	=?UTF-8?Q?_bombas_dotado_de_un_actuador_de_precisi=C3=B3n_tele_operado=E2=80=9D?="
"Thu, 24 Sep 2020 10:23:54 -0700","""FRANCI SUNI LOPEZ (Classroom)"" <no-reply+2d53f5ca@classroom.google.com>",=?UTF-8?Q?Fecha_de_entrega_ma=C3=B1ana=3A_=22Laboratorio_2=22?=
"Thu, 24 Sep 2020 08:50:28 -0700","""EDGAR SARMIENTO CALISAYA (Classroom)"" <no-reply+7e6f1811@classroom.google.com>","=?UTF-8?Q?Nueva_tarea=3A_=22Laboratorio_2=3A_Sistemas_de_Bases_de=E2=80=A6?=
	=?UTF-8?Q?=22?="
"Thu, 24 Sep 2020 15:45:49 GMT",Google <no-reply@accounts.google.com>,Alerta de seguridad
"Thu, 24 Sep 2020 07:36:12 -0700","""FRANCI SUNI LOPEZ (Classroom)"" <no-reply+2d53f5ca@classroom.google.com>",=?UTF-8?Q?Nueva_tarea=3A_=22Pr=C3=A1ctica_3=3A_Pilas_y_Colas=22?=
"Thu, 24 Sep 2020 06:44:42 -0700","""FRANCI SUNI LOPEZ (Classroom)"" <no-reply+2d53f5ca@classroom.google.com>","Nuevo material: ""Slides: Estructuras de Datos Lineales"""
"Wed, 23 Sep 2020 21:51:41 -0500",EVENTOS UNSA <eventos@unsa.edu.pe>,"=?UTF-8?Q?FELIZ_D=C3=8DA_DEL_ESTUDIANTE_=2D_SALUDO_DEL_DR=2E_ROHEL_S=C3=81?=
	=?UTF-8?Q?NCHEZ_S=C3=81NCHEZ?="
"Thu, 24 Sep 2020 02:37:44 +0000","""Academia.edu"" <updates@academia-mail.com>",Someone just searched for you on Google...
"Wed, 23 Sep 2020 17:33:21 +0000",ADRIAN ROLANDO BEDREGAL VENTO <abedregalv@unsa.edu.pe>,"=?UTF-8?Q?Invitaci=C3=B3n_actualizada=3A_Ceremonia_Dia_Estudiante_mi?=
	=?UTF-8?Q?=C3=A9_23_de_sept_de_2020_8pm_=2D_10pm_=28PET=29_=28gchipanap=40unsa=2Eedu=2Ep?=
	=?UTF-8?Q?e=29?="
"Wed, 23 Sep 2020 17:04:16 +0000",ADRIAN ROLANDO BEDREGAL VENTO <abedregalv@unsa.edu.pe>,"=?UTF-8?Q?Invitaci=C3=B3n=3A_Ceremonia_Dia_Estudiante_mi=C3=A9_23_de_sep?=
	=?UTF-8?Q?t_de_2020_12=3A30pm_=2D_2=3A30pm_=28PET=29_=28gchipanap=40unsa=2Eedu=2Epe=29?="
"Wed, 23 Sep 2020 11:00:27 -0500",EVENTOS UNSA <eventos@unsa.edu.pe>,=?UTF-8?Q?Feliz_D=C3=ADa_del_Estudiante_=2D_Secretar=C3=ADa_General?=
"Wed, 23 Sep 2020 10:10:05 -0500",EVENTOS UNSA <eventos@unsa.edu.pe>,"=?UTF-8?Q?FELIZ_D=C3=8DA_DEL_ESTUDIANTE_=2D_SALUDO_VICERRECTORA_ACAD?=
	=?UTF-8?Q?=C3=89MICA?="
"Wed, 23 Sep 2020 10:01:24 -0500",EVENTOS UNSA <eventos@unsa.edu.pe>,=?UTF-8?Q?FELIZ_D=C3=8DA_DEL_ESTUDIANTE?=
"Wed, 23 Sep 2020 07:13:31 -0700","""FRANCI SUNI LOPEZ (Classroom)"" <no-reply+2d53f5ca@classroom.google.com>","Nueva tarea: ""Laboratorio 2"""
"Wed, 23 Sep 2020 06:00:00 -0500",EVENTOS UNSA <eventos@unsa.edu.pe>,"=?UTF-8?Q?Presentaci=C3=B3n_de_Resultados_del_Proyecto_de_Investig?=
	=?UTF-8?Q?aci=C3=B3n=3A_=22Ambiente_virtual_de_aprendizaje_de_la_matem=C3=A1tica_c?=
	=?UTF-8?Q?on_GeoGebra=22?="
"Wed, 23 Sep 2020 09:07:40 +0000","""El equipo del Trello"" <taco@trello.com>","=?utf-8?B?R2VzdGlvbmEgZsOhY2lsbWVudGUgdG9kYXMgdHVzIGN1ZW50YXMg?=
	=?utf-8?B?ZGUgVHJlbGxvIGNvbiBsYSBudWV2YSBmdW5jacOzbiBkZSBTZWxlY3RvciBk?=
	=?utf-8?B?ZSBDdWVudGE=?="
"Wed, 23 Sep 2020 08:29:02 +0000","""Academia.edu"" <premium@academia-mail.com>","Someone saw ""Universidad Nacional de San..."" in an Academia search"
"Wed, 23 Sep 2020 04:34:11 +0000 (UTC)","""Jack Christopher (via Kami)"" <noreply@kamipdf.com>",TeoriaComputacionWilber.pdf
"Tue, 22 Sep 2020 17:15:50 -0700","""PABLO CESAR CALCINA CCORI (Classroom)"" <no-reply+4e893325@classroom.google.com>","Nuevo material: ""Clases 5 y 6 - Threads"""
"Tue, 22 Sep 2020 17:15:31 -0700","""PABLO CESAR CALCINA CCORI (Classroom)"" <no-reply+4e893325@classroom.google.com>","Nuevo material: ""Clases 5 y 6: Threads"""
"Tue, 22 Sep 2020 17:13:31 -0700","""PABLO CESAR CALCINA CCORI (Classroom)"" <no-reply+4e893325@classroom.google.com>","=?UTF-8?Q?Nuevo_material=3A_=22Pr=C3=A1ctica_=28no_calificada=29_de_Labora?=
	=?UTF-8?Q?torio=E2=80=A6=22?="
"Tue, 22 Sep 2020 17:13:20 -0700","""PABLO CESAR CALCINA CCORI (Classroom)"" <no-reply+4e893325@classroom.google.com>","=?UTF-8?Q?Nuevo_material=3A_=22Pr=C3=A1ctica_=28no_calificada=29_de_Labora?=
	=?UTF-8?Q?torio=E2=80=A6=22?="
"Tue, 22 Sep 2020 21:52:12 +0000",=?UTF-8?Q?ADRIAN_ROLANDO_BEDREGA=2E=2E=2E_=28v=C3=ADa_Google_Jamboard=29?= <drive-shares-noreply@google.com>,=?UTF-8?Q?Laboratorio_TC_A_2_=2D_Invitaci=C3=B3n_para_editar?=
"Tue, 22 Sep 2020 21:12:02 +0000",=?UTF-8?Q?RODRIGO_JESUS_SANTISTE=2E=2E=2E_=28v=C3=ADa_Google_Jamboard=29?= <drive-shares-noreply@google.com>,=?UTF-8?Q?Jam_sin_t=C3=ADtulo_=2D_Invitaci=C3=B3n_para_editar?=
"Tue, 22 Sep 2020 09:28:47 -0700",Wish <offers@wish.com>,"=?UTF-8?q?=C2=A1Impresiona_con_los_=C3=BAltimos_relojes_de_Wish!_C=C3=B3m?=
 =?UTF-8?q?pralos_ahora_al_60%_de_rebaja?="
"Mon, 21 Sep 2020 19:15:47 -0500",OFICINA DE SEGUIMIENTO DE EGRESADO <dude_ose@unsa.edu.pe>,"=?UTF-8?Q?Invitaci=C3=B3n_a_Videoconferencia_para_el_d=C3=ADa_viernes_?=
	=?UTF-8?Q?25_de_setiembre_2020?="
"Mon, 21 Sep 2020 12:46:14 -0500",DIRECCION UNIVERSITARIA DE GESTION DE LA INFORMACION <vri.gestioninformacion@unsa.edu.pe>,"=?UTF-8?Q?Reglamento_de_calificaci=C3=B3n=2C_clasificaci=C3=B3n_y_regist?=
	=?UTF-8?Q?ro_de_los_investigadores_del_SINACYT=2E?="
"Mon, 21 Sep 2020 12:38:06 -0500",DIRECCION UNIVERSITARIA DE GESTION DE LA INFORMACION <vri.gestioninformacion@unsa.edu.pe>,=?UTF-8?Q?=22C=C3=B3digo_Nacional_de_la_Integridad_Cient=C3=ADfica=22?=
"Mon, 21 Sep 2020 12:35:43 -0500",DIRECCION UNIVERSITARIA DE GESTION DE LA INFORMACION <vri.gestioninformacion@unsa.edu.pe>,"=?UTF-8?Q?Gu=C3=ADa_pr=C3=A1ctica_para_la_formulaci=C3=B3n_y_ejecuci=C3=B3n_de?=
	=?UTF-8?Q?_proyectos_de_investigaci=C3=B3n_y_desarrollo_=28I=2BD=29?="
"Mon, 21 Sep 2020 09:48:09 -0700","""FRANCI SUNI LOPEZ (Classroom)"" <no-reply+2d53f5ca@classroom.google.com>","Nueva tarea: ""Test 1"""
"Mon, 21 Sep 2020 11:46:37 -0500",FRANCI SUNI LOPEZ <fsunilo@unsa.edu.pe>,Re: Lista Matriculados de Laboratorio Base de Datos I
"Mon, 21 Sep 2020 09:41:35 -0700",Wish <offers@wish.com>,"=?UTF-8?q?=C2=A1Elegimos_Carcasas_y_fundas_para_iPad_para_ti!_?=
 =?UTF-8?q?=F0=9F=9B=8D_?="
"Mon, 21 Sep 2020 08:47:25 -0700","""EDGAR SARMIENTO CALISAYA (Classroom)"" <no-reply+7e6f1811@classroom.google.com>","Nuevo material: ""2 Sistemas de Bases de Datos"""
"Mon, 21 Sep 2020 15:04:15 +0000 (UTC)","""Prezi Video"" <email@create.prezi.com>",=?UTF-8?B?T2x2w61kYXRlIGRlIG1lbW9yaXphciBlbCBndWlvbiBkZSB0dSBwcmVzZW50YWNpw7NuIPCfk50g?=
"Mon, 21 Sep 2020 14:24:16 +0000 (UTC)","""Jack Christopher (via Kami)"" <noreply@kamipdf.com>",TeoriaComputacionWilber.pdf
"Mon, 21 Sep 2020 08:20:00 -0500",EVENTOS UNSA <eventos@unsa.edu.pe>,REVISTA WILLASUNKI - SETIEMBRE 2020
"Sun, 20 Sep 2020 20:48:49 -0500",EVENTOS UNSA <eventos@unsa.edu.pe>,"=?UTF-8?Q?Visita_de_Investigador_de_Impacto_Internacional=3A_Bio?=
	=?UTF-8?Q?log=C3=ADa_de_la_conservaci=C3=B3n=2C_ecolog=C3=ADa_y_ornitolog=C3=ADa?="
"Sun, 20 Sep 2020 17:32:16 -0700","""WILBER ROBERTO RAMOS LOVON (Classroom)"" <no-reply+60272012@classroom.google.com>","=?UTF-8?Q?Nuevo_material=3A_=22Material=3A_Teor=C3=ADa_de_la_Computaci=C3=B3?=
	=?UTF-8?Q?n=22?="
"Sun, 20 Sep 2020 21:45:13 +0000","""Academia.edu"" <premium@academia-mail.com>","The name ""Gabriela Angel Chipana Perez"" is mentioned by a Strategic
 Management researcher in a paper uploaded to Academia"
"Sun, 20 Sep 2020 18:59:21 +0000 (UTC)","""WILBER ROBERTO RAMOS LOVON (via Kami)"" <noreply@kamipdf.com>",TeoriaComputacionWilber.pdf
"Sun, 20 Sep 2020 10:33:09 -0700",Wish <offers@wish.com>,"=?UTF-8?q?=F0=9F=94=8BCarga_tu_m=C3=B3vil._=F0=9F=93=B1_=C2=A1Los_cargado?=
 =?UTF-8?q?res_y_bater=C3=ADas_port=C3=A1tiles_est=C3=A1n_a_-80%_hoy!?="
"Sat, 19 Sep 2020 21:50:51 +0000","=?UTF-8?Q?ADRIAN_ROLANDO_BEDREGA=2E=2E=2E_=28v=C3=ADa_Hojas_de_c=C3=A1lculo_de_Go?=
	=?UTF-8?Q?ogle=29?= <drive-shares-noreply@google.com>",=?UTF-8?Q?AED_1_=2D_Invitaci=C3=B3n_para_editar?=
"Sat, 19 Sep 2020 10:13:25 -0700",Wish <offers@wish.com>,"=?UTF-8?q?No_encontrar=C3=A1s_una_laptop_a_S/.194_en_las_tiendas._?= =?UTF-8?q?=F0=9F=92=BB_Rebajas_del_50-90_%_en_laptops,_MacBooks_y_iPads.?="
"Sat, 19 Sep 2020 12:04:07 -0300",PABLO CESAR CALCINA CCORI <pcalcinacc@unsa.edu.pe>,Re: Sistemas Operativos EPCC
"Fri, 18 Sep 2020 17:18:42 -0700",Wish <offers@wish.com>,"=?UTF-8?q?=F0=9F=87=B0=F0=9F=87=B7_=C2=A1Consigue_art=C3=ADculos_de_K-POP?=
 =?UTF-8?q?_en_Wish!_-50%_en_chaquetas,_joyer=C3=ADa,_camisetas,_zapatos_y?=
 =?UTF-8?q?_equipo_AHORA...?="
"Fri, 18 Sep 2020 15:38:46 -0700","""EDGAR SARMIENTO CALISAYA (Classroom)"" <no-reply+7e6f1811@classroom.google.com>","=?UTF-8?Q?Nuevo_anuncio=3A_=22Solo_los_de_Lab_B_suben_los_ejercici?=
	=?UTF-8?Q?os=E2=80=A6=22?="
"Fri, 18 Sep 2020 17:43:10 +0000 (UTC)","""Lorraine from Prezi"" <email@content.prezi.com>",=?UTF-8?B?VGlmZmFuaSBCb3ZhLCBkZSBTYWxlc2ZvcmNlLCBkZXZlbGEgY8OzbW8gc2Vyw6EgZWwgZnV0dXJvIHBhcmEgbG9zIGzDrWRlcmVz?= =?UTF-8?B?IGRlIHZlbnRhcw==?=
"Fri, 18 Sep 2020 10:04:46 -0700","""FRANCI SUNI LOPEZ (Classroom)"" <no-reply+2d53f5ca@classroom.google.com>",=?UTF-8?Q?Fecha_de_entrega_ma=C3=B1ana=3A_=22Laboratorio_1=22?=
"Fri, 18 Sep 2020 09:26:50 -0700",Wish <offers@wish.com>,"=?UTF-8?q?=F0=9F=93=B1_En_oferta_ahora:_iPhone_a_S/.202,_Google_Smartphon?=
 =?UTF-8?q?e_a_S/.85,_iPad_a_S/.117...?="
"Fri, 18 Sep 2020 09:25:36 -0700","""FRANCI SUNI LOPEZ (Classroom)"" <no-reply+2d53f5ca@classroom.google.com>","Nueva tarea: ""Laboratorio 1"""
"Fri, 18 Sep 2020 09:56:56 -0500",ESCUELA PROFESIONAL DE CIENCIA DE LA COMPUTACION <epcc@unsa.edu.pe>,CONSTANCIA
"Fri, 18 Sep 2020 14:28:20 +0000",EDWARD HINOJOSA CARDENAS <ehinojosa@unsa.edu.pe>,"Evento cancelado: Laboratorio BD I - A (Martes) Cada semana de 2pm a
 3:40pm el martes (PET) (gchipanap@unsa.edu.pe)"
"Fri, 18 Sep 2020 14:18:56 +0000",Visme <accounts@accounts.visme.com>,Confirm your email
"Fri, 18 Sep 2020 07:00:47 -0700","""EDGAR SARMIENTO CALISAYA (Classroom)"" <no-reply+7e6f1811@classroom.google.com>","=?UTF-8?Q?Nueva_tarea=3A_=22Laboratorio_1=3A__Evoluci=C3=B3n_de_Sistemas?=
	=?UTF-8?Q?=E2=80=A6=22?="
"Fri, 18 Sep 2020 11:19:08 +0000","""Academia.edu"" <updates@academia-mail.com>","=?UTF-8?Q?Universidad_Nacional_de_San_Agust=C3=ADn_Microrobot?=
 =?UTF-8?Q?_M=C3=A9dico_was_your_top_paper_last_week?="
"Thu, 17 Sep 2020 17:34:08 -0700",Wish <offers@wish.com>,"=?UTF-8?q?=F0=9F=92=8D=F0=9F=92=8D_Hoy_d=C3=ADa_tenemos_descuentos_de_90%?=
 =?UTF-8?q?_en_estos_lindos_anillos_...?="
"Thu, 17 Sep 2020 10:31:47 -0700","""FRANCI SUNI LOPEZ (Classroom)"" <no-reply+2d53f5ca@classroom.google.com>","Nueva tarea: ""Laboratorio 1"""
"Thu, 17 Sep 2020 09:32:18 -0700",Wish <offers@wish.com>,=?UTF-8?q?=F0=9F=97=93_En_tendencia_ahora:_Tabletas_para_ni=C3=B1os_?=
"Thu, 17 Sep 2020 08:50:17 -0700","""EDGAR SARMIENTO CALISAYA (Classroom)"" <no-reply+7e6f1811@classroom.google.com>","Nueva tarea: ""Prueba de Entrada"""
"Wed, 16 Sep 2020 17:13:42 -0700",Wish <offers@wish.com>,"=?UTF-8?q?Este_navegador_y_reproductor_de_pel=C3=ADculas_con_pantalla_t?= =?UTF-8?q?=C3=A1ctil_para_coche_es_el_descuento_m=C3=A1s_usado_de_hoy,_a_?=
 =?UTF-8?q?s=C3=B3lo_S/.142_=F0=9F=9A=97?="
"Wed, 16 Sep 2020 13:48:05 -0700","""FRANCI SUNI LOPEZ (Classroom)"" <no-reply+2d53f5ca@classroom.google.com>","=?UTF-8?B?Q2FsaWZpY2FjacOzbiBkZTogIlByw6FjdGljYSAyOiBPcGVyYWNpb25lcyBjb24gbGlzdA==?=
	=?UTF-8?B?YXPigKYi?="
"Wed, 16 Sep 2020 13:44:57 -0700","""FRANCI SUNI LOPEZ (Classroom)"" <no-reply+2d53f5ca@classroom.google.com>","=?UTF-8?Q?Calificaci=C3=B3n_de=3A_=22Pr=C3=A1ctica_1=3A_Operaciones_con_list?=
	=?UTF-8?Q?as=22?="
"Wed, 16 Sep 2020 20:44:21 +0000 (UTC)","""Jack Christopher (via Kami)"" <noreply@kamipdf.com>",TeoriaComputacionWilber.pdf
"Wed, 16 Sep 2020 19:53:15 +0000 (UTC)",Kami <noreply@kamipdf.com>,TeoriaComputacionWilber.pdf
"Wed, 16 Sep 2020 18:32:19 +0000 (UTC)",Kami <noreply@kamipdf.com>,TeoriaComputacionWilber.pdf
"Wed, 16 Sep 2020 17:41:24 +0000 (UTC)",Kami <support@kamipdf.com>,Welcome to Kami
"Wed, 16 Sep 2020 09:23:15 -0700","""FRANCI SUNI LOPEZ (Classroom)"" <no-reply+2d53f5ca@classroom.google.com>","Nueva tarea: ""Examen de entrada"""
"Wed, 16 Sep 2020 07:54:16 -0700","""FRANCI SUNI LOPEZ (Classroom)"" <no-reply+2d53f5ca@classroom.google.com>","=?UTF-8?Q?Nueva_tarea=3A_=22Pr=C3=A1ctica_2=3A_Operaciones_con_listas=E2=80=A6?=
	=?UTF-8?Q?=22?="
"Wed, 16 Sep 2020 07:15:23 -0700","""FRANCI SUNI LOPEZ (Classroom)"" <no-reply+2d53f5ca@classroom.google.com>",=?UTF-8?Q?Nueva_tarea=3A_=22Pr=C3=A1ctica_1=3A_Operaciones_con_listas=22?=
"Tue, 15 Sep 2020 17:31:02 -0700",Wish <offers@wish.com>,"=?UTF-8?q?Te_mereces_un_nuevo_tel=C3=A9fono..._50-90%_de_descuento_en_sma?=
 =?UTF-8?q?rtphones,_iPhones_y_tabletas_hoy_=F0=9F=93=B1?="
"Tue, 15 Sep 2020 15:56:32 -0500",EVENTOS UNSA <eventos@unsa.edu.pe>,"=?UTF-8?Q?Presentaci=C3=B3n_del_Proyecto_de_Investigaci=C3=B3n=3A_Presen?=
	=?UTF-8?Q?taci=C3=B3n_del_Proyecto_de_Investigaci=C3=B3n=2C_ganado_en_el_marco_d?=
	=?UTF-8?Q?el_Concurso_Incorporaci=C3=B3n_de_Investigadores=3A_=22Manufactura_A?=
	=?UTF-8?Q?vanzada_de_Materiales_Magn=C3=A9ticos_y_no_Magn=C3=A9ticos_Nanoestru?=
	=?UTF-8?Q?cturados_para_Aplicaciones_en_Salud_y_Contaminaci=C3=B3n_Ambient?=
	=?UTF-8?Q?al=E2=80=9D?="
"Tue, 15 Sep 2020 05:50:19 -0500",OFICINA UNIVERSITARIA DE RESPONSABILIDAD SOCIAL <ouresponsabilidadsocial@unsa.edu.pe>,"=?UTF-8?Q?FE_DE_ERRATAS=3A_Invitaci=C3=B3n_al_taller_virtual_con_cer?=
	=?UTF-8?Q?tificaci=C3=B3n_gratuita?="
"Mon, 14 Sep 2020 17:18:14 -0700",Wish <offers@wish.com>,"Aprovecha esta oferta: 90% de descuento en los mejores Cargadores,
 Carcasas, Soportes, Carteras, Telescopios ..."
"Mon, 14 Sep 2020 18:12:26 -0500",OFICINA UNIVERSITARIA DE RESPONSABILIDAD SOCIAL <ouresponsabilidadsocial@unsa.edu.pe>,"=?UTF-8?Q?Invitaci=C3=B3n_al_taller_virtual_con_certificaci=C3=B3n_gra?=
	=?UTF-8?Q?tuita?="
"Mon, 14 Sep 2020 18:16:17 +0000",=?UTF-8?Q?WILBER_ROBERTO_RAMOS_L=2E=2E=2E_=28v=C3=ADa_Google_Jamboard=29?= <drive-shares-noreply@google.com>,"=?UTF-8?Q?Laboratorio_de_Teor=C3=ADa_de_la_Computaci=C3=B3n_=2D_Invitaci?=
	=?UTF-8?Q?=C3=B3n_para_editar?="
